participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.role,participant.choice,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.demand_min,session.config.llm_user,session.config.demand_max,session.config.llm_temp,session.config.llm_reader,session.config.production_cost,session.config.production_cost_high,session.config.production_cost_low,session.config.room,session.config.llm_pass,session.config.https://ollama2.src-automating.src.surf-hosted.nl,session.config.https://ollama7.src-automating.src.surf-hosted.nl,session.config.baseline,session.config.https://ollama3.src-automating.src.surf-hosted.nl,session.config.delegation_cost_2,session.config.delegation_cost_1,session.config.market_price_low,session.config.market_price,session.config.participation_fee,session.config.https://ollama1.src-automating.src.surf-hosted.nl,session.config.timeout_experiment,session.config.https://ollama5.src-automating.src.surf-hosted.nl,session.config.force_retailer_first,session.config.class_a,session.config.force_supplier_first,session.config.https://ollama6.src-automating.src.surf-hosted.nl,session.config.class_c,session.config.real_world_currency_per_point,session.config.market_price_high,session.config.https://ollama4.src-automating.src.surf-hosted.nl,session.config.name,session.config.class_b,session.config.llm_model,session.first_mover_role,session.llm_hosts,intro.1.player.id_in_group,intro.1.player.role,intro.1.player.payoff,intro.1.player.comprehension_answer_a,intro.1.player.comprehension_answer_b,intro.1.player.comprehension_check,intro.1.player.comprehension_answer,intro.1.player.comprehension_attempts,intro.1.group.id_in_subsession,intro.1.group.retailer_choice,intro.1.group.supplier_choice,intro.1.subsession.round_number,experiment.1.player.id_in_group,experiment.1.player.role,experiment.1.player.payoff,experiment.1.player.other_id,experiment.1.player.is_active,experiment.1.player.price_proposed,experiment.1.player.price_accepted,experiment.1.player.quantity_proposed,experiment.1.player.quantity_accepted,experiment.1.player.profit,experiment.1.player.transaction_cost,experiment.1.player.base_cost,experiment.1.player.bonus_delegee,experiment.1.player.delegation_cost,experiment.1.player.company_profit,experiment.1.player.offers,experiment.1.player.chat_data,experiment.1.player.llm_interactions,experiment.1.player.bot_vars,experiment.1.player.time_start,experiment.1.player.time_end,experiment.1.group.id_in_subsession,experiment.1.group.retailer_choice,experiment.1.group.supplier_choice,experiment.1.group.market_price,experiment.1.group.production_cost,experiment.1.group.demand,experiment.1.group.optimal_offer,experiment.1.group.class_name,experiment.1.subsession.round_number
2,9ukq8lhc,,0,20,20,experiment,Results,2026-01-28 11:04:27.415460,1,,,0.0,Supplier Manager,HS,9xrx4bac,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,1,1,1,0,1.0,12,1,5_A_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",2,Supplier Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,HS,HS,1,2,Supplier Manager,0.0,-1,0,,,,,-163.0,25.0,20.0,0.0,45.0,-163.0,[],[],,{},,,1,HS,HS,11,3,4,"{'profit': 145.35, 'offer': [7.86, 73]}",class_a,1
3,vyug4ps1,,0,20,20,experiment,Results,2026-01-28 11:04:51.391357,1,,,0.24,Retailer,,9xrx4bac,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,1,1,1,0,1.0,12,1,5_A_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,90.0,"{""1"": [80.0], ""2"": [270.0, 80.0, 80.0], ""3"": [350.0, 250.0], ""4"": [210.0], ""5"": [40.0, 90.0]}","{""1"": 1, ""2"": 3, ""3"": 2, ""4"": 1, ""5"": 2}",1,HS,HS,1,3,Retailer,0.24,4,1,,8.0,,50,12.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 4, 'price': 8, 'quantity': 50, 'stamp': 1769601001, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Supplier', 'body': '5 EURO'}, {'nick': 'Supplier', 'body': 'PRICE 8 QUANTITY 50'}, {'nick': 'Retailer (Me)', 'body': 'ok'}, {'nick': 'Supplier', 'body': 'accept it'}]",,{},2026-01-28 12:47:45,2026-01-28 12:50:26,1,HS,HS,11,3,4,"{'profit': 145.35, 'offer': [7.86, 73]}",class_a,1
4,5qbtthni,,0,20,20,experiment,Results,2026-01-28 11:05:06.657680,1,,,0.0,Supplier,,9xrx4bac,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,1,1,1,0,1.0,12,1,5_A_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,-40.0,"{""1"": [10.0], ""2"": [50.0, -180.0], ""3"": [250.0], ""4"": [210.0], ""5"": [-40.0]}","{""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1}",1,HS,HS,1,4,Supplier,0.0,3,1,8.0,8.0,50,50,-118.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 4, 'price': 8, 'quantity': 50, 'stamp': 1769601001, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Supplier (Me)', 'body': '5 EURO'}, {'nick': 'Supplier (Me)', 'body': 'PRICE 8 QUANTITY 50'}, {'nick': 'Retailer', 'body': 'ok'}, {'nick': 'Supplier (Me)', 'body': 'accept it'}]",,{},2026-01-28 12:47:45,2026-01-28 12:50:26,1,HS,HS,11,3,4,"{'profit': 145.35, 'offer': [7.86, 73]}",class_a,1
1,4c5k1rkt,,0,20,20,experiment,Results,2026-01-28 11:07:03.502531,1,,,3.78,Retailer Manager,HS,ouiq5vig,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,0,1,1,1,0,1.0,12,1,6_A_Supplier_First_Human,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,HS,HS,1,1,Retailer Manager,3.78,-1,0,,,,,151.0,25.0,20.0,4.0,45.0,151.0,[],[],,{},,,1,HS,HS,11,3,78,"{'profit': 145.35, 'offer': [7.86, 73]}",class_a,1
2,vm7cvksp,,0,20,20,experiment,Results,2026-01-28 11:08:42.731949,1,,,3.15,Supplier Manager,HS,ouiq5vig,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,0,1,1,1,0,1.0,12,1,6_A_Supplier_First_Human,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",2,Supplier Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,HS,HS,1,2,Supplier Manager,3.15,-1,0,,,,,126.0,50.0,20.0,4.0,70.0,126.0,[],[],,{},,,1,HS,HS,11,3,78,"{'profit': 145.35, 'offer': [7.86, 73]}",class_a,1
3,fvs49q4f,,0,20,20,experiment,Results,2026-01-28 11:09:06.727143,1,,,4.0,Retailer,,ouiq5vig,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,0,1,1,1,0,1.0,12,1,6_A_Supplier_First_Human,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,240.0,"{""1"": [60.0], ""2"": [270.0, 30.0, 40.0], ""3"": [350.0], ""4"": [210.0], ""5"": [240.0]}","{""1"": 1, ""2"": 3, ""3"": 1, ""4"": 1, ""5"": 1}",1,HS,HS,1,3,Retailer,4.0,4,1,7.0,7.0,55,50,200.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 4, 'price': 8, 'quantity': 25, 'stamp': 1769601349, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 3, 'price': 6, 'quantity': 50, 'stamp': 1769601426, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 4, 'price': 8, 'quantity': 50, 'stamp': 1769601473, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 3, 'price': 7, 'quantity': 55, 'stamp': 1769601492, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 4, 'price': 7, 'quantity': 50, 'stamp': 1769601559, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Supplier', 'body': ""Would you agree on the price and quantity I've proposed?""}, {'nick': 'Retailer (Me)', 'body': 'what about this one?'}, {'nick': 'Retailer (Me)', 'body': 'good profit for you'}, {'nick': 'Supplier', 'body': 'How about 7 and 50 instead?'}]",,{},2026-01-28 12:54:59,2026-01-28 12:59:21,1,HS,HS,11,3,78,"{'profit': 145.35, 'offer': [7.86, 73]}",class_a,1
4,c9z5dywq,,0,20,20,experiment,Results,2026-01-28 11:09:37.120227,1,,,4.0,Supplier,,ouiq5vig,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,0,1,1,1,0,1.0,12,1,6_A_Supplier_First_Human,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,50.0,"{""1"": [540.0, 0.0], ""2"": [-330.0, -400.0], ""3"": [150.0], ""4"": [350.0], ""5"": [120.0, 50.0]}","{""1"": 2, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 2}",1,HS,HS,1,4,Supplier,4.0,3,1,7.0,7.0,50,50,200.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 4, 'price': 8, 'quantity': 25, 'stamp': 1769601349, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 3, 'price': 6, 'quantity': 50, 'stamp': 1769601426, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 4, 'price': 8, 'quantity': 50, 'stamp': 1769601473, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 3, 'price': 7, 'quantity': 55, 'stamp': 1769601492, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 4, 'price': 7, 'quantity': 50, 'stamp': 1769601559, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Supplier (Me)', 'body': ""Would you agree on the price and quantity I've proposed?""}, {'nick': 'Retailer', 'body': 'what about this one?'}, {'nick': 'Retailer', 'body': 'good profit for you'}, {'nick': 'Supplier (Me)', 'body': 'How about 7 and 50 instead?'}]",,{},2026-01-28 12:54:59,2026-01-28 12:59:21,1,HS,HS,11,3,78,"{'profit': 145.35, 'offer': [7.86, 73]}",class_a,1
1,jmpjlov4,,0,20,20,experiment,Results,2026-01-28 12:05:57.337968,1,,,0.0,Retailer Manager,HS,vpdaxtkw,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,1,1.0,12,1,7_C_Retailer_First_AI,0,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,HS,HS,1,1,Retailer Manager,0.0,-1,0,,,,,-40.2,30.0,20.0,0.2,50.0,-40.2,[],[],,{},,,1,HS,HS,11,5,2,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
2,bl0qcpmy,,0,20,20,experiment,Results,2026-01-28 12:06:57.808852,1,,,0.0,Supplier Manager,HS,vpdaxtkw,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,1,1.0,12,1,7_C_Retailer_First_AI,0,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",2,Supplier Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,HS,HS,1,2,Supplier Manager,0.0,-1,0,,,,,-173.0,15.0,20.0,0.0,35.0,-173.0,[],[],,{},,,1,HS,HS,11,5,2,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
3,2o8x8r6w,,0,20,20,experiment,Results,2026-01-28 12:07:15.290477,1,,,0.2,Retailer,,vpdaxtkw,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,1,1.0,12,1,7_C_Retailer_First_AI,0,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,90.0,"{""1"": [200.0, 60.0], ""2"": [270.0, 30.0], ""3"": [300.0], ""4"": [80.0, 210.0, 420.0], ""5"": [320.0, 90.0]}","{""1"": 2, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 2}",1,HS,HS,1,3,Retailer,0.2,4,1,9.0,6.0,35,30,10.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 3, 'price': 12, 'quantity': 30, 'stamp': 1769604525, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 4, 'price': 6, 'quantity': 30, 'stamp': 1769604554, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 3, 'price': 12, 'quantity': 35, 'stamp': 1769604590, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 3, 'price': 9, 'quantity': 35, 'stamp': 1769604606, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Retailer (Me)', 'body': '12€'}, {'nick': 'Supplier', 'body': 'LOWER'}, {'nick': 'Retailer (Me)', 'body': '€9'}]",,{},2026-01-28 13:48:02,2026-01-28 13:50:58,1,HS,HS,11,5,2,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
4,b2keq6x2,,0,20,20,experiment,Results,2026-01-28 12:07:37.287730,1,,,0.0,Supplier,,vpdaxtkw,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,1,1.0,12,1,7_C_Retailer_First_AI,0,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,30.0,"{""1"": [-10.0], ""2"": [60.0, -210.0], ""3"": [250.0], ""4"": [-70.0], ""5"": [30.0]}","{""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1}",1,HS,HS,1,4,Supplier,0.0,3,1,6.0,6.0,30,30,-138.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 3, 'price': 12, 'quantity': 30, 'stamp': 1769604525, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 4, 'price': 6, 'quantity': 30, 'stamp': 1769604554, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 3, 'price': 12, 'quantity': 35, 'stamp': 1769604590, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 3, 'price': 9, 'quantity': 35, 'stamp': 1769604606, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Retailer', 'body': '12€'}, {'nick': 'Supplier (Me)', 'body': 'LOWER'}, {'nick': 'Retailer', 'body': '€9'}]",,{},2026-01-28 13:48:02,2026-01-28 13:50:58,1,HS,HS,11,5,2,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
1,kjys08bo,,0,20,20,experiment,Results,2026-01-28 12:08:03.476945,1,,,0.0,Retailer Manager,AJ,0cigu8zq,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,1,1.0,12,1,8_C_Retailer_First_Human,0,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,1,Retailer Manager,0.0,-1,0,,,,,-20.4,30.0,10.0,0.4,40.0,-20.4,[],[],,{},,,1,AJ,AJ,11,5,75,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
2,oh5dlacw,,0,20,20,experiment,Results,2026-01-28 12:08:27.267464,1,,,0.0,Supplier Manager,AJ,0cigu8zq,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,1,1.0,12,1,8_C_Retailer_First_Human,0,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",2,Supplier Manager,0.0,50.0,50.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[31.25, 40.0], [42.5, 40.0], [50.0, 50.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 3, ""5"": 1}",1,AJ,AJ,1,2,Supplier Manager,0.0,-1,0,,,,,-30.2,30.0,10.0,0.2,40.0,-30.2,[],[],,{},,,1,AJ,AJ,11,5,75,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
3,sxuyan9t,,0,20,20,experiment,Results,2026-01-28 12:09:14.789610,1,,,0.4,Retailer,,0cigu8zq,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,1,1.0,12,1,8_C_Retailer_First_Human,0,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,150.0,"{""1"": [20.0], ""2"": [110.0, 80.0], ""3"": [350.0], ""4"": [240.0, 400.0, 140.0], ""5"": [240.0, 150.0]}","{""1"": 1, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 2}",1,AJ,AJ,1,3,Retailer,0.4,4,1,2.0,7.0,5,5,20.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 3, 'price': 2, 'quantity': 5, 'stamp': 1769604835, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 4, 'price': 7, 'quantity': 5, 'stamp': 1769604870, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]",[],,{},2026-01-28 13:52:05,2026-01-28 13:54:52,1,AJ,AJ,11,5,75,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
4,uq2dhyvo,,0,20,20,experiment,Results,2026-01-28 12:09:35.261744,1,,,0.2,Supplier,,0cigu8zq,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,1,1.0,12,1,8_C_Retailer_First_Human,0,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,70.0,"{""1"": [30.0], ""2"": [0.0, -190.0, -250.0, -180.0], ""3"": [150.0], ""4"": [140.0], ""5"": [70.0]}","{""1"": 1, ""2"": 4, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,4,Supplier,0.2,3,1,7.0,7.0,5,5,10.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 3, 'price': 2, 'quantity': 5, 'stamp': 1769604835, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}, {'idx': 4, 'price': 7, 'quantity': 5, 'stamp': 1769604870, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]",[],,{},2026-01-28 13:52:05,2026-01-28 13:54:52,1,AJ,AJ,11,5,75,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
1,i6k2ef1w,,0,0,20,,,,0,,,0.0,Retailer Manager,,n27w9xfg,,,,,1,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,1,0,1,1,1.0,12,1,Full_Experiment,1,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,,,,"{""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,,,1,1,Retailer Manager,0.0,-1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,,,11,4,43,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
